Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Neuheim;6345;0;Neuheim;1705;ZG;8.5757436;47.2055390;de
Oberägeri;6315;0;Oberägeri;1706;ZG;8.6135304;47.1391651;de
Alosen;6315;2;Oberägeri;1706;ZG;8.6347700;47.1407503;de
Morgarten;6315;3;Oberägeri;1706;ZG;8.6351339;47.1008495;de
Rotkreuz;6343;0;Risch;1707;ZG;8.4295630;47.1396913;de
Buonas;6343;2;Risch;1707;ZG;8.4568286;47.1410414;de
Risch;6343;3;Risch;1707;ZG;8.4668500;47.1339594;de
Holzhäusern ZG;6343;4;Risch;1707;ZG;8.4407646;47.1539876;de
Steinhausen;6312;0;Steinhausen;1708;ZG;8.4851805;47.1960155;de
Unterägeri;6314;0;Unterägeri;1709;ZG;8.5827072;47.1383962;de
Neuägeri;6314;1;Unterägeri;1709;ZG;8.5627944;47.1523764;de
Walchwil;6318;0;Walchwil;1710;ZG;8.5147758;47.1002537;de
Zug;6300;0;Zug;1711;ZG;8.5160152;47.1651820;de
Zugerberg;6300;5;Zug;1711;ZG;8.5334324;47.1433783;de
Oberwil b. Zug;6317;0;Zug;1711;ZG;8.5071172;47.1477970;de
Châtillon FR;1473;2;Châtillon (FR);2008;FR;6.8276785;46.8330803;fr
Cheiry;1529;0;Surpierre;2044;FR;6.8335718;46.7493278;fr
Chapelle (Broye);1534;2;Surpierre;2044;FR;6.8515737;46.7700714;fr
Cugy FR;1482;0;Cugy (FR);2011;FR;6.8930848;46.8148788;fr
Vesin;1483;3;Cugy (FR);2011;FR;6.8727717;46.8076577;fr
Fétigny;1532;0;Fétigny;2016;FR;6.9154769;46.7970941;fr
Gletterens;1544;0;Gletterens;2022;FR;6.9371602;46.8952294;fr
Lully FR;1470;2;Lully (FR);2025;FR;6.8480561;46.8349853;fr
Seiry;1470;3;Lully (FR);2025;FR;6.8320756;46.8120849;fr
Bollion;1470;4;Lully (FR);2025;FR;6.8272019;46.8170790;fr
Ménières;1533;0;Ménières;2027;FR;6.8814463;46.7841506;fr
Cousset;1774;0;Montagny (FR);2029;FR;6.9713104;46.8267409;fr
Cousset;1774;0;Montagny (FR);2029;FR;6.9779699;46.8185433;fr
Montagny-les-Monts;1774;2;Montagny (FR);2029;FR;6.9919992;46.8104875;fr
Mannens;1775;2;Montagny (FR);2029;FR;6.9701435;46.7925672;fr
Grandsivaz;1775;3;Montagny (FR);2029;FR;6.9808005;46.7853726;fr
Montagny-la-Ville;1776;0;Montagny (FR);2029;FR;6.9954373;46.8175015;fr
Nuvilly;1485;0;Nuvilly;2035;FR;6.8306353;46.7840530;fr
Prévondavaux;1410;4;Prévondavaux;2038;FR;6.7932745;46.7273665;fr
St-Aubin FR;1566;0;Saint-Aubin (FR);2041;FR;6.9803559;46.8901334;fr
Les Friques;1566;2;Saint-Aubin (FR);2041;FR;6.9880344;46.9033318;fr
Sévaz;1541;3;Sévaz;2043;FR;6.8754992;46.8389933;fr
Villeneuve FR;1527;0;Surpierre;2044;FR;6.8685889;46.7459594;fr
Surpierre;1528;0;Surpierre;2044;FR;6.8613271;46.7449859;fr
Praratoud;1528;2;Surpierre;2044;FR;6.8475327;46.7346097;fr
Vallon;1565;2;Vallon;2045;FR;6.9533525;46.8847749;fr
Montet (Broye);1483;0;Les Montets;2050;FR;6.8686989;46.8160225;fr
Frasses;1483;2;Les Montets;2050;FR;6.8635617;46.8267553;fr
Aumont;1484;0;Les Montets;2050;FR;6.8486175;46.8011857;fr
Granges-de-Vesin;1484;2;Les Montets;2050;FR;6.8426537;46.8122852;fr
Delley;1567;0;Delley-Portalban;2051;FR;6.9675800;46.9131416;fr
Portalban;1568;0;Delley-Portalban;2051;FR;6.9554673;46.9179470;fr
Dompierre FR;1563;0;Belmont-Broye;2053;FR;6.9885729;46.8530448;fr
Domdidier;1564;0;Belmont-Broye;2053;FR;7.0153536;46.8647635;fr
Léchelles;1773;0;Belmont-Broye;2053;FR;7.0159699;46.8290324;fr
Chandon;1773;2;Belmont-Broye;2053;FR;7.0481353;46.8390512;fr
Russy;1773;3;Belmont-Broye;2053;FR;7.0014591;46.8428028;fr
Estavayer-le-Lac;1470;0;Estavayer;2054;FR;6.8472022;46.8499941;fr
Font;1473;0;Estavayer;2054;FR;6.8200392;46.8361348;fr
Autavaux;1475;0;Estavayer;2054;FR;6.8774771;46.8652003;fr
Forel FR;1475;2;Estavayer;2054;FR;6.8881051;46.8755527;fr
Montbrelloz;1475;3;Estavayer;2054;FR;6.8858226;46.8535861;fr
Vuissens;1486;0;Estavayer;2054;FR;6.7657794;46.7379811;fr
Murist;1489;0;Estavayer;2054;FR;6.8073188;46.7904398;fr
Bussy FR;1541;0;Estavayer;2054;FR;6.8892861;46.8348746;fr
Morens FR;1541;2;Estavayer;2054;FR;6.9075001;46.8444494;fr
Rueyres-les-Prés;1542;0;Estavayer;2054;FR;6.9167087;46.8596305;fr
Cheyres;1468;0;Cheyres-Châbles;2055;FR;6.7871273;46.8142464;fr
Châbles FR;1474;0;Cheyres-Châbles;2055;FR;6.8094352;46.8262049;fr
Auboranges;1673;3;Auboranges;2061;FR;6.8057061;46.5826947;fr
Billens;1681;0;Billens-Hennens;2063;FR;6.9000928;46.6909122;fr
Hennens;1681;2;Billens-Hennens;2063;FR;6.8845652;46.6831450;fr
Chapelle (Glâne);1608;4;Chapelle (Glâne);2066;FR;6.8342871;46.5878264;fr
Le Châtelard-près-Romont;1689;0;Le Châtelard;2067;FR;6.9782843;46.6775402;fr
Châtonnaye;1553;0;Châtonnaye;2068;FR;6.9382594;46.7541009;fr
Ecublens FR;1673;4;Ecublens (FR);2072;FR;6.8084716;46.6085943;fr
Grangettes-près-Romont;1686;0;Grangettes;2079;FR;6.9647006;46.6764332;fr
Massonnens;1692;0;Massonnens;2086;FR;6.9734144;46.7006427;fr
Berlens;1680;2;Mézières (FR);2087;FR;6.9532704;46.6931959;fr
Mézières FR;1684;0;Mézières (FR);2087;FR;6.9263428;46.6791242;fr
Montet (Glâne);1674;2;Montet (Glâne);2089;FR;6.8139733;46.6445849;fr
Romont FR;1680;0;Romont (FR);2096;FR;6.9182228;46.6954024;fr
Promasens;1673;0;Rue;2097;FR;6.8230680;46.6014108;fr
Gillarens;1673;2;Rue;2097;FR;6.8268706;46.5874879;fr
Rue;1673;5;Rue;2097;FR;6.8223060;46.6196275;fr
Blessens;1675;2;Rue;2097;FR;6.8381092;46.6107695;fr
Chavannes-les-Forts;1676;0;Siviriez;2099;FR;6.8976880;46.6517562;fr
Prez-vers-Siviriez;1677;0;Siviriez;2099;FR;6.8744726;46.6381130;fr
Siviriez;1678;0;Siviriez;2099;FR;6.8800888;46.6578518;fr
Villaraboud;1679;0;Siviriez;2099;FR;6.9128723;46.6589374;fr
Ursy;1670;0;Ursy;2102;FR;6.8341875;46.6355864;fr
Bionnens;1670;2;Ursy;2102;FR;6.8554522;46.6350517;fr
Esmonts;1670;3;Ursy;2102;FR;6.8442103;46.6420617;fr
Vuarmarens;1674;0;Ursy;2102;FR;6.8269260;46.6449445;fr
Morlens;1674;3;Ursy;2102;FR;6.8366741;46.6530420;fr
Vauderens;1675;0;Ursy;2102;FR;6.8475444;46.6232529;fr
Mossel;1675;3;Ursy;2102;FR;6.8556286;46.6104294;fr
Villariaz;1685;0;Vuisternens-devant-Romont;2113;FR;6.9399382;46.6648262;fr
La Neirigue;1686;2;Vuisternens-devant-Romont;2113;FR;6.9546998;46.6838804;fr
Vuisternens-devant-Romont;1687;0;Vuisternens-devant-Romont;2113;FR;6.9297327;46.6562041;fr
La Magne;1687;2;Vuisternens-devant-Romont;2113;FR;6.9324335;46.6344524;fr
Estévenens;1687;3;Vuisternens-devant-Romont;2113;FR;6.9565819;46.6690557;fr
Sommentier;1688;0;Vuisternens-devant-Romont;2113;FR;6.9122106;46.6383338;fr
Lieffrens;1688;2;Vuisternens-devant-Romont;2113;FR;6.9007119;46.6366981;fr
La Joux FR;1697;0;Vuisternens-devant-Romont;2113;FR;6.9390770;46.6291300;fr
Les Ecasseys;1697;2;Vuisternens-devant-Romont;2113;FR;6.9092868;46.6222924;fr
Villarsiviriaux;1694;0;Villorsonnens;2114;FR;7.0117577;46.7002235;fr
Villargiroud;1694;2;Villorsonnens;2114;FR;7.0012941;46.7042415;fr
Orsonnens;1694;3;Villorsonnens;2114;FR;6.9939135;46.7174053;fr
Chavannes-sous-Orsonnens;1694;4;Villorsonnens;2114;FR;6.9920005;46.7278636;fr
Torny-le-Grand;1748;0;Torny;2115;FR;6.9685456;46.7706274;fr
Middes;1749;0;Torny;2115;FR;6.9493538;46.7680737;fr
Villaz-St-Pierre;1690;0;Villaz;2117;FR;6.9569507;46.7199966;fr
Lussy FR;1690;2;Villaz;2117;FR;6.9441525;46.7150376;fr
Villarimboud;1691;0;Villaz;2117;FR;6.9628414;46.7394816;fr
Albeuve;1669;0;Haut-Intyamon;2121;FR;7.0559898;46.5169050;fr
Lessoc;1669;2;Haut-Intyamon;2121;FR;7.0624942;46.5056658;fr
Les Sciernes-d'Albeuve;1669;3;Haut-Intyamon;2121;FR;7.0350860;46.4968835;fr
Neirivue;1669;4;Haut-Intyamon;2121;FR;7.0580213;46.5252590;fr
Montbovon;1669;5;Haut-Intyamon;2121;FR;7.0457172;46.4862435;fr
Gumefens;1643;0;Pont-en-Ogoz;2122;FR;7.0768320;46.6769897;fr
Avry-devant-Pont;1644;0;Pont-en-Ogoz;2122;FR;7.0864021;46.6872069;fr
Le Bry;1645;0;Pont-en-Ogoz;2122;FR;7.0835712;46.7039097;fr
Botterens;1652;0;Botterens;2123;FR;7.1129283;46.6212908;fr
Villarbeney;1652;2;Botterens;2123;FR;7.1086729;46.6290973;fr
Broc;1636;0;Broc;2124;FR;7.0994738;46.6049587;fr
Bulle;1630;0;Bulle;2125;FR;7.0584562;46.6202728;fr
La Tour-de-Trême;1635;0;Bulle;2125;FR;7.0662246;46.6090749;fr
Châtel-sur-Montsalvens;1653;3;Châtel-sur-Montsalvens;2128;FR;7.1264180;46.6136058;fr
Corbières;1647;0;Corbières;2129;FR;7.1011138;46.6613729;fr
Villarvolard;1651;0;Corbières;2129;FR;7.1073289;46.6452598;fr
Crésuz;1653;2;Crésuz;2130;FR;7.1409334;46.6185293;fr
Echarlens;1646;0;Echarlens;2131;FR;7.0756053;46.6478667;fr
Grandvillard;1666;0;Grandvillard;2134;FR;7.0856673;46.5387968;fr
Gruyères;1663;0;Gruyères;2135;FR;7.0833604;46.5835351;fr
Pringy;1663;2;Gruyères;2135;FR;7.0720991;46.5785493;fr
Epagny;1663;3;Gruyères;2135;FR;7.0854937;46.5881142;fr
Moléson-sur-Gruyères;1663;4;Gruyères;2135;FR;7.0373373;46.5619958;fr
Hauteville;1648;0;Hauteville;2137;FR;7.1032887;46.6709475;fr
Jaun;1656;0;Jaun;2138;FR;7.2745860;46.6113877;de
Im Fang;1656;1;Jaun;2138;FR;7.2362727;46.5980765;de
Marsens;1633;0;Marsens;2140;FR;7.0618585;46.6557628;fr
Vuippens;1633;2;Marsens;2140;FR;7.0729385;46.6588502;fr
Morlon;1638;0;Morlon;2143;FR;7.0877676;46.6279286;fr
Le Pâquier-Montbarry;1661;0;Le Pâquier (FR);2145;FR;7.0548473;46.5944223;fr
Pont-la-Ville;1649;0;Pont-la-Ville;2147;FR;7.1110473;46.7001039;fr
Riaz;1632;0;Riaz;2148;FR;7.0611659;46.6415000;fr
La Roche FR;1634;0;La Roche;2149;FR;7.1379529;46.6963635;fr
Sâles (Gruyère);1625;0;Sâles;2152;FR;6.9731419;46.6356132;fr
Maules;1625;2;Sâles;2152;FR;6.9913035;46.6386698;fr
Romanens;1626;0;Sâles;2152;FR;6.9705788;46.6507571;fr
Treyfayes;1626;2;Sâles;2152;FR;6.9532064;46.6541228;fr
Rueyres-Treyfayes;1626;3;Sâles;2152;FR;6.9587908;46.6486704;fr
Sorens;1642;0;Sorens;2153;FR;7.0602902;46.6689201;fr
Vaulruz;1627;0;Vaulruz;2155;FR;6.9931593;46.6238201;fr
Vuadens;1628;0;Vuadens;2160;FR;7.0191432;46.6164635;fr
Estavannens;1665;0;Bas-Intyamon;2162;FR;7.1017009;46.5657860;fr
Villars-sous-Mont;1666;2;Bas-Intyamon;2162;FR;7.0694673;46.5399643;fr
Enney;1667;0;Bas-Intyamon;2162;FR;7.0835861;46.5662670;fr
Charmey (Gruyère);1637;0;Val-de-Charmey;2163;FR;7.1627866;46.6190841;fr
Cerniat FR;1654;0;Val-de-Charmey;2163;FR;7.1567692;46.6326422;fr
Arconciel;1732;0;Bois-d'Amont;2238;FR;7.1230391;46.7468714;fr
Autigny;1742;0;Autigny;2173;FR;7.0205770;46.7364948;fr
Corjolens;1754;2;Avry;2174;FR;7.0455362;46.7856351;fr
Avry-sur-Matran;1754;4;Avry;2174;FR;7.0706664;46.7878454;fr
Belfaux;1782;0;Belfaux;2175;FR;7.1069398;46.8224025;fr
Autafond;1782;2;Belfaux;2175;FR;7.0778698;46.8136181;fr
Chénens;1744;0;Chénens;2177;FR;7.0024601;46.7396710;fr
Corminboeuf;1720;0;Corminboeuf;2183;FR;7.1023256;46.8082880;fr
Chésopelloz;1720;2;Corminboeuf;2183;FR;7.0782286;46.8071309;fr
Cottens FR;1741;0;Cottens (FR);2186;FR;7.0330022;46.7506306;fr
Ependes FR;1731;0;Bois-d'Amont;2238;FR;7.1462995;46.7545113;fr
Ferpicloz;1724;3;Ferpicloz;2194;FR;7.1645463;46.7479010;fr
Fribourg;1700;0;Fribourg;2196;FR;7.1627954;46.8061847;fr
Bourguillon;1722;0;Fribourg;2196;FR;7.1769570;46.7999927;fr
Givisiez;1762;0;Givisiez;2197;FR;7.1265849;46.8122055;fr
Granges-Paccot;1763;0;Granges-Paccot;2198;FR;7.1415054;46.8250893;fr
Grolley;1772;0;Grolley;2200;FR;7.0711521;46.8336795;fr
Marly;1723;0;Marly;2206;FR;7.1589225;46.7749102;fr
Matran;1753;0;Matran;2208;FR;7.0962972;46.7864409;fr
Neyruz FR;1740;0;Neyruz (FR);2211;FR;7.0652067;46.7678946;fr
Pierrafortscha;1723;4;Pierrafortscha;2216;FR;7.1856449;46.7869606;fr
Nierlet-les-Bois;1772;1;Ponthaux;2217;FR;7.0578485;46.8183910;fr
Ponthaux;1772;2;Ponthaux;2217;FR;7.0401010;46.8155772;fr
Le Mouret;1724;0;Le Mouret;2220;FR;7.1777767;46.7510820;fr
Essert FR;1724;2;Le Mouret;2220;FR;7.1644885;46.7380404;fr
Montévraz;1724;4;Le Mouret;2220;FR;7.1759062;46.7262985;fr
Oberried FR;1724;5;Le Mouret;2220;FR;7.1889589;46.7355466;fr
Zénauva;1724;7;Le Mouret;2220;FR;7.1819915;46.7349783;fr
Bonnefontaine;1724;8;Le Mouret;2220;FR;7.2004939;46.7402844;fr
Senèdes;1724;6;Bois-d'Amont;2238;FR;7.1426457;46.7423960;fr
Treyvaux;1733;0;Treyvaux;2226;FR;7.1375690;46.7285146;fr
Villars-sur-Glâne;1752;0;Villars-sur-Glâne;2228;FR;7.1160422;46.7910353;fr
Villarsel-sur-Marly;1723;3;Villarsel-sur-Marly;2230;FR;7.1729956;46.7604360;fr
Posieux;1725;0;Hauterive (FR);2233;FR;7.0949661;46.7623247;fr
Ecuvillens;1730;0;Hauterive (FR);2233;FR;7.0868616;46.7580835;fr
Lentigny;1745;0;La Brillaz;2234;FR;7.0031569;46.7600767;fr
Onnens FR;1756;0;La Brillaz;2234;FR;7.0394319;46.7758344;fr
Lovens;1756;2;La Brillaz;2234;FR;7.0200860;46.7728757;fr
Lossy;1782;3;La Sonnaz;2235;FR;7.1111383;46.8330951;fr
La Corbaz;1782;4;La Sonnaz;2235;FR;7.1149826;46.8392455;fr
Cormagens;1782;5;La Sonnaz;2235;FR;7.1350817;46.8344080;fr
Formangueires;1782;6;La Sonnaz;2235;FR;7.1172904;46.8274366;fr
Villarlod;1695;0;Gibloux;2236;FR;7.0227722;46.7051899;fr
Rueyres-St-Laurent;1695;2;Gibloux;2236;FR;7.0326599;46.7174655;fr
Estavayer-le-Gibloux;1695;3;Gibloux;2236;FR;7.0251615;46.7219757;fr
Villarsel-le-Gibloux;1695;4;Gibloux;2236;FR;7.0172633;46.7140841;fr
Vuisternens-en-Ogoz;1696;0;Gibloux;2236;FR;7.0530956;46.7078022;fr
Farvagny-le-Grand;1726;0;Gibloux;2236;FR;7.0661634;46.7219053;fr
Farvagny-le-Petit;1726;2;Gibloux;2236;FR;7.0726904;46.7284809;fr
Grenilles;1726;3;Gibloux;2236;FR;7.0479123;46.7274783;fr
Posat;1726;4;Gibloux;2236;FR;7.0577968;46.7379782;fr
Corpataux;1727;0;Gibloux;2236;FR;7.0978881;46.7442162;fr
Magnedens;1727;2;Gibloux;2236;FR;7.0812721;46.7420746;fr
Rossens FR;1728;0;Gibloux;2236;FR;7.1007364;46.7199828;fr
Prez-vers-Noréaz;1746;0;Prez;2237;FR;7.0150784;46.7855245;fr
Corserey;1747;0;Prez;2237;FR;6.9929115;46.7735387;fr
Noréaz;1757;0;Prez;2237;FR;7.0277152;46.8027339;fr
Courgevaux;1796;0;Courgevaux;2250;FR;7.1120308;46.9073340;de
Villarepos;1583;0;Courtepin;2254;FR;7.0723914;46.8835776;fr
Pensier;1783;0;Courtepin;2254;FR;7.1352132;46.8442598;fr
Barberêche;1783;4;Courtepin;2254;FR;7.1612909;46.8566695;fr
Courtepin;1784;0;Courtepin;2254;FR;7.1260773;46.8636950;fr
Wallenried;1784;3;Courtepin;2254;FR;7.1154394;46.8745602;fr
Courtaman;1791;0;Courtepin;2254;FR;7.1303931;46.8708040;fr
Cressier FR;1785;0;Cressier (FR);2257;FR;7.1402261;46.8981799;fr
Fräschels;3284;0;Fräschels;2258;FR;7.2111270;46.9954002;de
Galmiz;3285;0;Galmiz;2259;FR;7.1578523;46.9499603;de
Gempenach;3215;0;Gempenach;2260;FR;7.1975751;46.9407343;de
Greng;3280;4;Greng;2261;FR;7.0913291;46.9137526;de
Cordast;1792;0;Gurmels;2262;FR;7.1531825;46.8718020;de
Guschelmuth;1792;2;Gurmels;2262;FR;7.1354502;46.8805897;de
Wallenbuch;3206;2;Gurmels;2262;FR;7.2247409;46.9296415;de
Gurmels;3212;0;Gurmels;2262;FR;7.1719100;46.8927316;de
Kleingurmels;3212;2;Gurmels;2262;FR;7.1861304;46.8852948;de
Liebistorf;3213;0;Gurmels;2262;FR;7.1943271;46.9084223;de
Kerzers;3210;0;Kerzers;2265;FR;7.1963831;46.9761466;de
Kleinbösingen;3213;2;Kleinbösingen;2266;FR;7.2051294;46.8942501;de
Meyriez;3280;2;Meyriez;2271;FR;7.1090920;46.9249656;de
Misery;1721;1;Misery-Courtion;2272;FR;7.0691744;46.8513549;fr
Cormérod;1721;2;Misery-Courtion;2272;FR;7.0885502;46.8656114;fr
Courtion;1721;4;Misery-Courtion;2272;FR;7.0693372;46.8577965;fr
Cournillens;1721;5;Misery-Courtion;2272;FR;7.1018222;46.8573630;fr
Muntelier;3286;0;Muntelier;2274;FR;7.1240194;46.9354258;de
Jeuss;1793;0;Murten;2275;FR;7.1640653;46.9033248;de
Salvenach;1794;0;Murten;2275;FR;7.1504090;46.9125427;de
Courlevon;1795;0;Murten;2275;FR;7.1110691;46.8912050;de
Büchslen;3215;2;Murten;2275;FR;7.1796580;46.9451969;de
Lurtigen;3215;3;Murten;2275;FR;7.1717215;46.9289690;de
Murten;3280;0;Murten;2275;FR;7.1191097;46.9284213;de
Ried b. Kerzers;3216;0;Ried bei Kerzers;2276;FR;7.1861411;46.9543511;de
Agriswil;3216;2;Ried bei Kerzers;2276;FR;7.1971712;46.9542109;de
Ulmiz;3214;0;Ulmiz;2278;FR;7.2006910;46.9325840;de
Sugiez;1786;0;Mont-Vully;2284;FR;7.1128117;46.9618888;fr
Môtier (Vully);1787;0;Mont-Vully;2284;FR;7.0829819;46.9484589;fr
Mur (Vully) FR;1787;1;Mont-Vully;2284;FR;7.0633775;46.9445435;fr
Praz (Vully);1788;0;Mont-Vully;2284;FR;7.0972822;46.9529975;fr
Lugnorre;1789;0;Mont-Vully;2284;FR;7.0702145;46.9503249;fr
Alterswil FR;1715;0;Tafers;2306;FR;7.2588180;46.7955662;de
Brünisried;1719;0;Brünisried;2292;FR;7.2792075;46.7602745;de
Düdingen;3186;0;Düdingen;2293;FR;7.1906668;46.8460360;de
Giffers;1735;0;Giffers;2294;FR;7.2104021;46.7611423;de
Bösingen;3178;0;Bösingen;2295;FR;7.2283794;46.8942005;de
Heitenried;1714;0;Heitenried;2296;FR;7.2986646;46.8299094;de
Plaffeien;1716;0;Plaffeien;2299;FR;7.2860551;46.7422762;de
Oberschrot;1716;2;Plaffeien;2299;FR;7.2738183;46.7394982;de
Schwarzsee;1716;3;Plaffeien;2299;FR;7.2912997;46.6704908;de
Zumholz;1719;2;Plaffeien;2299;FR;7.2910180;46.7542356;de
Plasselb;1737;0;Plasselb;2300;FR;7.2519427;46.7355097;fr
Rechthalten;1718;0;Rechthalten;2301;FR;7.2408094;46.7683301;de
St. Antoni;1713;0;Tafers;2306;FR;7.2607323;46.8222506;de
St. Silvester;1736;0;St. Silvester;2303;FR;7.2246437;46.7410774;de
St. Ursen;1717;0;St. Ursen;2304;FR;7.2212586;46.7912711;de
Schmitten FR;3185;0;Schmitten (FR);2305;FR;7.2494918;46.8563359;de
Tafers;1712;0;Tafers;2306;FR;7.2176078;46.8154221;de
Tentlingen;1734;0;Tentlingen;2307;FR;7.1976905;46.7704267;de
Ueberstorf;3182;0;Ueberstorf;2308;FR;7.3143409;46.8654633;de
Flamatt;3175;0;Wünnewil-Flamatt;2309;FR;7.3100353;46.8903633;de
Wünnewil;3184;0;Wünnewil-Flamatt;2309;FR;7.2752296;46.8745987;de
Attalens;1616;0;Attalens;2321;FR;6.8492213;46.5108462;fr
Tatroz;1617;2;Attalens;2321;FR;6.8690670;46.5261654;fr
Bossonnens;1615;0;Bossonnens;2323;FR;6.8500664;46.5218040;fr
Châtel-St-Denis;1618;0;Châtel-Saint-Denis;2325;FR;6.9010718;46.5288002;fr
Les Paccots;1619;0;Châtel-Saint-Denis;2325;FR;6.9440994;46.5227090;fr
Granges (Veveyse);1614;0;Granges (Veveyse);2328;FR;6.8312486;46.5246649;fr
Remaufens;1617;0;Remaufens;2333;FR;6.8786525;46.5276463;fr
St-Martin FR;1609;0;Saint-Martin (FR);2335;FR;6.8693916;46.5758982;fr
Besencens;1609;2;Saint-Martin (FR);2335;FR;6.8696908;46.5873179;fr
Fiaugères;1609;3;Saint-Martin (FR);2335;FR;6.8912195;46.5862226;fr
Semsales;1623;0;Semsales;2336;FR;6.9277139;46.5728866;fr
Porsel;1699;0;Le Flon;2337;FR;6.8659813;46.5997645;fr
Pont (Veveyse);1699;2;Le Flon;2337;FR;6.8536582;46.5892628;fr
Bouloz;1699;3;Le Flon;2337;FR;6.8838006;46.6116041;fr
Le Crêt-près-Semsales;1611;0;La Verrerie;2338;FR;6.9100909;46.6089390;fr
La Verrerie;1624;0;La Verrerie;2338;FR;6.9214010;46.5893712;fr
Grattavache;1624;2;La Verrerie;2338;FR;6.9192904;46.5950245;fr
Progens;1624;3;La Verrerie;2338;FR;6.9409315;46.5953948;fr
Progens;1624;3;La Verrerie;2338;FR;6.9102599;46.5834651;fr
Egerkingen;4622;0;Egerkingen;2401;SO;7.7962971;47.3261956;de
Härkingen;4624;0;Härkingen;2402;SO;7.8238422;47.3064428;de
Kestenholz;4703;0;Kestenholz;2403;SO;7.7540897;47.2762018;de
Neuendorf;4623;0;Neuendorf;2404;SO;7.7966640;47.3015433;de
Niederbuchsiten;4626;0;Niederbuchsiten;2405;SO;7.7723769;47.2948081;de
Oberbuchsiten;4625;0;Oberbuchsiten;2406;SO;7.7727902;47.3103006;de
Oensingen;4702;0;Oensingen;2407;SO;7.7238192;47.2872997;de
Wolfwil;4628;0;Wolfwil;2408;SO;7.7934434;47.2706605;de
Aedermannsdorf;4714;0;Aedermannsdorf;2421;SO;7.6082673;47.3036054;de
Balsthal;4710;0;Balsthal;2422;SO;7.6981981;47.3119336;de
Gänsbrunnen;4716;1;Welschenrohr-Gänsbrunnen;2430;SO;7.4709612;47.2639128;de
Herbetswil;4715;0;Herbetswil;2424;SO;7.5882779;47.2940111;de
Holderbank SO;4718;0;Holderbank (SO);2425;SO;7.7559258;47.3318703;de
Laupersdorf;4712;0;Laupersdorf;2426;SO;7.6474575;47.3152363;de
Matzendorf;4713;0;Matzendorf;2427;SO;7.6257786;47.3049973;de
Mümliswil;4717;0;Mümliswil-Ramiswil;2428;SO;7.6951259;47.3411780;de
Ramiswil;4719;0;Mümliswil-Ramiswil;2428;SO;7.6597098;47.3468963;de
Welschenrohr;4716;0;Welschenrohr-Gänsbrunnen;2430;SO;7.5180931;47.2799351;de
Biezwil;4585;0;Biezwil;2445;SO;7.4154735;47.1165418;de
Lüterkofen;4571;1;Lüterkofen-Ichertswil;2455;SO;7.5096035;47.1652961;de
Ichertswil;4571;2;Lüterkofen-Ichertswil;2455;SO;7.4958191;47.1606666;de
Lüterswil;4584;2;Lüterswil-Gächliwil;2456;SO;7.4367083;47.1196836;de
Gächliwil;4584;3;Lüterswil-Gächliwil;2456;SO;7.4471396;47.1292644;de
Messen;3254;0;Messen;2457;SO;7.4487161;47.0914874;de
Balm b. Messen;3254;2;Messen;2457;SO;7.4315468;47.1037098;de
Brunnenthal;3307;0;Messen;2457;SO;7.4690061;47.0864591;de
Oberramsern;4588;2;Messen;2457;SO;7.4653956;47.1137273;de
Schnottwil;3253;0;Schnottwil;2461;SO;7.3971243;47.1117500;de
Unterramsern;4588;0;Unterramsern;2463;SO;7.4826667;47.1177404;de
Nennigkofen;4574;0;Lüsslingen-Nennigkofen;2464;SO;7.4897287;47.1871150;de
Lüsslingen;4574;1;Lüsslingen-Nennigkofen;2464;SO;7.5006167;47.1879696;de
Tscheppach;4576;0;Buchegg;2465;SO;7.4827123;47.1486803;de
Hessigkofen;4577;0;Buchegg;2465;SO;7.4598089;47.1381909;de
Bibern SO;4578;0;Buchegg;2465;SO;7.4535396;47.1481599;de
Gossliwil;4579;0;Buchegg;2465;SO;7.4315139;47.1365793;de
Küttigkofen;4581;0;Buchegg;2465;SO;7.5133791;47.1514468;de
Brügglen;4582;0;Buchegg;2465;SO;7.4955408;47.1437416;de
Mühledorf SO;4583;0;Buchegg;2465;SO;7.4783412;47.1339086;de
Aetigkofen;4583;2;Buchegg;2465;SO;7.4666834;47.1232193;de
Kyburg-Buchegg;4586;0;Buchegg;2465;SO;7.5128756;47.1413737;de
Aetingen;4587;0;Buchegg;2465;SO;7.5077506;47.1319618;de
Brittern;4588;1;Buchegg;2465;SO;7.4947762;47.1209436;de
Bättwil;4112;1;Bättwil;2471;SO;7.5099673;47.4919247;de
Büren SO;4413;0;Büren (SO);2472;SO;7.6705935;47.4470171;de
Dornach;4143;0;Dornach;2473;SO;7.6166815;47.4786804;de
Gempen;4145;0;Gempen;2474;SO;7.6556585;47.4758839;de
Hochwald;4146;0;Hochwald;2475;SO;7.6410279;47.4561308;de
Flüh;4112;2;Hofstetten-Flüh;2476;SO;7.4986196;47.4835144;de
Hofstetten SO;4114;0;Hofstetten-Flüh;2476;SO;7.5056919;47.4752629;de
Mariastein;4115;0;Metzerlen-Mariastein;2477;SO;7.4918786;47.4763014;de
Metzerlen;4116;0;Metzerlen-Mariastein;2477;SO;7.4659299;47.4656968;de
Nuglar;4412;0;Nuglar-St. Pantaleon;2478;SO;7.6915710;47.4699940;de
St. Pantaleon;4421;0;Nuglar-St. Pantaleon;2478;SO;7.6908277;47.4596409;de
